,review,sentiment
172,five star final one best films early s starred edward g robinson gritty story sleazy newspaper willingness anythinganything sell newspapers particular old story innocent woman plastered across pages helps destroy happy lifemany years inadvertently involved scandal reason loved film much unflinching pulled punchesshowing low publishers sell papershere two world remake five star finalwith changes instead robinson film stars humphrey bogart head programming radio station newspaper otherwise story essentially sameexcept bit less edgy lacks grit sensationalism original say film badit pack quite good punch first film words must see one films see firstthough film quite powerful enjoyable well loved story much saw films enjoyed bothtwo world begins ubc radio owner complaining programming head bogart high brow shows put getting low ratings owner demands mucklots muck order get listeners one way discuss multipart dramatization famous killing occurred two decades agoeven though killer acquitted killed selfdefense however decide play story guilty even go far send writer ladys home pretending minister well broadcasting current name whereabouts needless say ruins woman leads horrible tragedy bogart feel real remorse producing garbageleading dandy finale journalistic integrity decencywellacted great story idea message important today back s one story see particular notice wonderful emotional confrontation scene daughter attacks owner bogartit one heck great example acting writing,1
173,whatever rating give boom superb location photography sardinia rome otherwise hardcore addicts elizabeth taylor downward phase richard burton miscasting phase tennessee williams wrote milk train stop anymore supposed fond adaptation playbut apparently one taylor reportedly hated burton needed moneywhatever amounts hill beans taylor posturing fuming shrill manner exploding servants exchanging bad babytalk less noel coward seems visitor another film finally appearsit campy among taylor fans probably considered must see kind thing sit one without drink hand way ahead sadly film signified end taylor taken seriously film actress even winning two oscars burton equally disastrous critics called bomb judge dare,0
174,think would usa get lot jokes liked princess bride forest gump would like movie cannot compare quality filming course cameraman trip obviously done purpose killer tomatoes hundred times better nepolean dynamite opinion sure people france would appreciate caricatures french film world audience trained film critic know like could stop laughing whole movie sides jaws hurting end movie,1
175,mainly juon boasts outrageous forty minutes worth material literally taken straight first juon consider sequel runs minutes leaves original minutes worth film hohum found deeply irritating viewers simply would remember stuff mention dull watch againok complaint aside byline juon supposed explain lot unanswered questions first movie frankly minutes simply go far enough making kind sense originals highly convoluted storylinethere however really nice new horror sequences show good film might time develop questions raised original answeredso conclusion loved first original movie want see developments story go remember keep remote control hand finger fastforward button forty minutes,0
176,shame movie rated pg it really quite suitable anyonethough young kids might follow wellit belongs wonderful genre seriocomic ghostangel stories would include everything capras wonderful life wenderss wings desire photography stunning acting first rate andwonder wondersthe tone upliftingmy criticism much ambiguity film two interwoven stories seem intriguingly mysterious first resolve little nicely taste director points commentary dvd ingredients irwins story bedside table symbolism trifle pat mebut lark favorite scene relocation team tries get breakfast diner practically theatrical magica tour de force witty actingsubtle playful positively rhythmiccoupled striking cinematography acute eye grotesquenorthfork funny touching gorgeous look magical reservations one single carchasean easy nine stars,1
177,always joan hickson wonderful jane subtle sharp aware wish dwell acting skills praised enough site would like criticize smaller parts rest cast seemed hand picked director david tuckerliz frasers performance mrs bent mother missing girl nora joy watch subtle deeply moving alcoholdepending grieving mother loves misses daughter desperately good long shot monologue thanks tucker enjoyed fullest moved saw first time broadcast moved dvd bravajoanna hole madge tourguide find highly amusing edge overacting role funny overorganized guide wants good everyone bus find hilarious reaction boarded everyone bus great always perform comedy one take seriously ms hole doesi hope two ladies good careers live holland know theater productions googled performances screen deserve itpieter,1
178,frank probably best version book sound movie version jazz singer version really silent movie despite buildup first talkiedanny thomas great comedian sings well jewish stuff feeling peggy lee great film always entertaining allan joslyn entertaining could done without one question since cantors live luxurious houses,1
179,unexpected pleasure heard nothing filmshameful since warrants wider audiencea wonderfully humane story social message gently told although admittedly predictable resolution solidly acted principals beautifully photographed muted colors floating grey captures nostalgic tone filmmy recent foray chinese film shower road home one less exciting one hope continue exploring china people amazing canvas filmmakers king masks highly recommended starting point anyone similarly interested recent chinese film,1
180,great characters great acting great dialogue incredible plot twists plain language one best shows ever seen life favor watch show regret show rewrites book scifi,1
181,watching movie never thought would defending honest enough begininning much plot real characters latch onto except killer acting better capablei know three ten stellar reviews saying shot poorly completely useless etc think set supposed fairly well lighting minimal times natural audiences used supposed top look like camcorder snuff film fact times quality probably still high true nobody would make tne minutes camera work truly badit particularly scary disturbing times one two characters come across believable soundtrack get tiring times overall put together cleaner lot camcorder movies,0
182,whole point making film one earliest best international color releases cinematic opera make accessible masses succeeded admirably general public would sit still love story two young exotic lovers ancient egypt played typical pound tenor soprano vocal equipment sing glorious music properly hence visual substitution beautiful principals young loren handsome della marra slinky ms maxwellwho make story much believable giving familiar plot music better chance wooed lovely arias otherwise might altogether enchanting introduction one verdis great works remember seeing junior high school certainly awakened interest opera form well acquainted still regard film fondly would recommend highly might appreciate great music accompanied better average visuals luciano della marra standout radames unfortunately audiences appear films,1
183,jean seduces young gardener sole purpose annoying husband little realise explosive drama followthe short scenario waste word frame brief interlude day dysfunctional family lives father mother son linked way gardener fact makes script intriguingfor short film production every bit professional major work casting ideala wonderful little film guarantee laughs beginning end,1
184,movies three years working hollywood bette davis finally got role claimed put force reckoned mildred rogers davis burst forth completely unsympathetic role slutty waitress becomes target leslie howards affections already eager sink teeth role like qualms awful things character meant throughout course film awful transformation would undergo also widely noted performance one things makes slightly uneven movie watchable one remember even two remakes scenes rips howard made cinema historyat circa minutes story moves nice pace telling story philip carey howard life crosses destructive mildred rogers againhoward davis chemistry nonexistent davis sustained interview much later life personally care much howards iciness towards helped act even worse character towards mildred two seem awkward one another scenes together remain stiff salvaged ferocious acidity davis brings lines nervous presence cromwells direction certain stiltedness fails come times tries fill space whenever davis dissolves montages indicating passing time calendar superimposed changing frances dee much style back technicalities complicated camera angles came essence visual story simplified bare essentials translation somerset maughams novel saying lot since pages human bondage would indeed hard film even thenstorywise feels philip carey may something glutton punishment since discernible sexual attraction mildred compound mildred never hides displeasure getgo howards performance never seems go much external emotion eyes constantly sad expression never veers far away lost could almost distant cousin william hurt accidental tourist dejected hurt absolutely passive possibly part character reason fails see women played kay johnson frances dee making vulnerable unrequited affections interestingly johnsons norah realizes carey never fall one sums story observation people bound people bound carey carey bound mildred mildred bound miller men fit role provider short memorable scene one holds essence storys moral,1
185,widely unknown strange little western mindblowing colours probably material used johnny guitar guess trucolor something makes blood drips look like shining rubies nearly surrealistic scenes twisted action characters something different far masterpiece paid attention little gem western encyclopedias,1
186,almost like two filmsone literate engaging stupid clichéd really shame problems worked writing considering quickly bmovies written produced unusual real shame though could good filmfirst good movie original involves wwii codebreakers pretty fascinating liked watching leading man lee bowman go paces master codebreaker fact first twothirds film good bad film went way long lost steam minutes additionally jean rogers role kooky girlfriend must rank one worstwritten distracting roles film history every smart move made bowman idiot rogers stepped screw things sort misguided comedy relief role intelligently written overall film would improved immensely instead watching hard understand actually wwii,0
187,lowbudget murder mystery public defender trying clear client murder man convicted years previously complicating things fact escaped custody conviction pd believes man innocent murder works find real killer gig young pd okay james anderson convicted killer actually pretty good picture whole rambles along little suspense despite good character actors cast performances generally par director george archainbaud apparently home making westernshe churning gene autrys tv series columbia around timebut even tried inject liveliness picture hack script would defeated attempts average best film climaxes courtroom scene straight episode perry mason predictable,0
188,one brilliant young men went dared make teen romance film actually call would invoke devil fanson micro budget packed taste sensitiveness maturity peter sollett deserve admiration respectthanks demonstrating powers industry stereotypes flushed toilet one locationa handful rich characters low budgetgood actingand amateursdecent lighting worshippers true indie cinema watch stop watchingwellyou know,1
189,clearly rating suggest compares classy horrors likes argento s low budget drive fare department truly classic lack money shows anyone care much acting adequate rather professional make realistic unlike many movies low budget ones drag moment crap may non stop crap face crap although inevitably bit campy times must see anyone idea talking times quite delirious crazy little film filled crazy characters clearly made fun fun indeed watch,1
190,saw one stage performances denver never less impressed word vagina says body part nothing shocking could say doctor left arm hurting bit tennis vagina hurts cycling equal social commentary could tricep monologues entertainment radical comment heard monologues dull delivered drama topics outdated alternately bored annoyed think laughed apparently supposed surely really hit oh spoilers lesbian oh wait maybe come think inappropriate fondling crack mama covers,0
191,usually walk movie halfway thru movie promised something different kept thinking seen spoiler alert back spaceship crashes lands earth well years later super adult board less thing still manages burn crash advanced civilization cannot seem develop landing gear industry liberal get see another woody allen movie blacks please superman runs around saving people making sure sticks europe us go darkie areas please maybe could stomach years ago,0
192,actually finished film may say case right review especially negatively stopped account could watch anymorei got halfway got promising something good around corner film tiresome lackluster actually insulted read many reviews sure homosexual teens suffered homosexual go similar revelations day dreams issues etc etc maybe two moments actually felt film could go somewhere felt may inkling meaning relativity hopes dashed moment next set clichéridden narration came mean look quotes imdb page unfortunately able hear scratchy play back echoey fades read quotes painfulridiculousstupid miss give film three stars three stars go films cinematographer fantastic job attempting transform archers tired concepts something watchable mind pray one decided include long shots tv closeupsanother unnecessary cliché already done films korines gummo think extremely fitting film premiered sundance archer connections festival via volunteer work way sundance seems one festival cliché heavy drivel like still accepted arthouse art house afraid plain sthouse watch,0
193,never heard moviesaw dvdgreat movieperfect example movie took every cast member make workno overhyped typical hollywood movie old overhyped actorsno current quote list actor could pulled performance moviebrought back memories post vietnam war military experiencesit concentrated people sent fightas portrayed characters fears emotions even volunteered servicethey regular people toosome cut military lifei remember experienceto put mildly could adapt military life eitherbut never forget themshould stayed touchi highly recommend think serving present day afganistanbasic training trip notice drill sergeants morning people maybe need sensitivity training hahaha,1
194,men love police movies filled action shooting chases etceteraboy let watching short unsatisfying movie seen hostages bank surrounding yet bad guys shoot multiple officers innocent people simply stay line fire without getting hit due kevlarnot shots hundreds shots going back bank dumb hostages lock safe doors bad guys went stupid director think would beokay shots fake documentary good seeing film got thought police get decent shooting course many cops swat real long break truly bad,0
195,still cannot believe wes craven responsible piece crapthis movie worse deadly friendthe plot stupidthe acting mediocre film deadly dulli know wes craven hates debut last house leftan absolute masterpiece genre likesprobablythis turkeydo get wrongi really like moviesbut real torture sitting watching,0
196,terry gilliams david peoples teamed create one intelligent creative science fiction movies s peoples proved screenplay bizarre twists fantastic ideas nature time  especially love idea one cannot change past nice counterpoint many timetravelling movies say otherwise  biological holocausts thin line sanity madness gilliam visualized ideas unique quirkiness perfection originalitythe story engaging one man james cole played bruce willis heartwarming performance travels several decades past retrieve information virus wiped mankind left survivors alive living underground information collect scientists hope find cure everyone future return surface timetravelling technology perfect ends sent towards different pasts complicating things brilliant science fiction thriller shades film noir ensues multiple pieces huge jigsaw start fitting together form bizarre narrative involving animal right activists end millennium paranoia biological weapons perception reality definition sanity complex movie easy gilliam peoples create mess instead twelve monkeys thoughtprovoking narrative please like challenged patience appreciate crazy ideasi watched movie around years ago marked lot remember still thinking many days afterwards young mind seemed quite mindblowing one first movies make appreciate cinema something serious important rewatched movie days ago dvd better remembered brad pitt still steals scenes playing jeffrey goines  almost prelude tyler durden character fight club  rich kid anarchistnonconformist ideas also crazy according cole perhaps responsible virus scenes jeffrey cole madhouse best movie pitts eyes voice quirky mannerisms convince really crazy guy locked warped logic understands pitts oscar nomination well deserved surprising also bruce willis performance remember well beautiful full sensibility plays man spent almost life underground comes past share childish fascination something simple breathing fresh air morning watching sun go cole rather ambiguous character peoples tried imbue darkness disturbing things people scene removes teeth reveals far dementia gone unchecked ironically cole start crazy character starts warning everyone end world considered mad convinced mind arrives point cannot distinguish past future reality fiction willis spends lot time looking confused insecure works perfectly one fun twists narrative coles shrink dr kathryn railly finds undeniable proof really future convince mission save world screenplay full weird twists like keeps movie fast pace relationship also wellhanded although perhaps bit compressed times sake enjoyed watching cole railly falling love trying escape authority future live peaceful life past things end tragicbittersweet climax airport wrapping pieces together blow many minds awaythere two great endings movie twist sense seen fight club intimate ending railly crouching next cole shot looking around younger james cole witnessing future self die two share brief look smiles twist brilliant prefer ending emotional impact madeleine stowe good playing dr railly drew many different emotions performance movie filled sense fatalism idea past cannot changed movie shows terrifying way reminds chinatown sense way jake gittes messes everything tries help raillys character shares fatalism tries help cole  first dealing madness helping mission  sucked tragedythe twist ends hopeful note though feeling coles mission vain twelve monkeys great movie watch one wants entertained supposed art although artists many artistic movies unpretentious movie elements music editing costume design etc came together beautifully produce modern cinema masterpiece,1
197,film brilliant retelling shakespeares classic love story complete kinky sex body piercing dismemberment follow spirit troma movies except combat shockthat sucker depressing troma fans anybody appreciates lowbrow visuals hilarious script without doubt fall love moviedo expect pretentious artisticwannabe crap like version rj claire danes leo dicaprio one knows silly movie draws humor acting also surprisingly good feel sammy capulets pain tries put brain back headthe soundtrack contains many original highenergy bands like wesley willis fiasco supernova meatmen also fourstar movie viewed remains faithful original story still jampacked tromas trademark goresex humor,1
198,writing minutes left film finishes feel comfortable writing unfortunately know exactly film going endthe premise simple enough rabid dog loose small town kills people great simple plot good fun camp s horroruhh nothe main problem based book stephen king tell really adapted film least plot cuz boring first minutes tries build depth main characters create suspense however lasts long half film characters unlikeable never care anyway creates zero suspense easiest film according plot time compare classic jaws everything jaws right cujo wrong jaws created good characters genuine feeling dread cujo neither jaws effectively creates scary creepy villain shark cujo dirty st bernard running growling jumping lot else jaws exciting unpredictable cujo tireless bore remains predictable right endalso confusing plethora subplots act boring red herrings films main plotif film rewritten big screen better director could good waste minutes lifepeople saying one best king adaptations sorry could wrong mist hundred times better thinner times better even one cats twice good opinion one worst good thing action scenes dog looked real even though dullfilms ended get better avoid,0
199,brother big asian movie fans finding movie hidden shop bought one dvd sounded promising could wait watch watched movie brother must say beginning promising us really loved brutal ball scene first scene guess interesting fights action movie claims instead love movie cliché love extremely played top even shakespeare would vomit title sorry language way characters act like picked street given  playing moviewell brother watched end thought become better heck never movie challenged place brothers worst movies ever seenlist followed fantasy mission force watch either,0
200,real highlight movie death sniveling guy reaction surviving characters itin every way film lame ripoff jaws lake placid alligator little bit godzilla thrown inas standard sstyle horror movie two nonstarring females take clothes least female lead since obviously better agent whole movie surrounds filming really dumb extreme sport called blood surfing surfers cut surf sharkinfested waters film giant saltwater crocodile also happens area people get eaten movie endsi mind bad horror movie really hate dull bad horror movie definitely,0
201,movie fun boardit essentially follows comedic romp two graverobbers th century england move conventional body snatching trafficking vampires zombies dead roswell aliens idea roswell alien neither producers think funny bet even ron perlman often kiss direct dvd death pretty good one priest turns ringleader rival gang bodysnatchersa real joy watch hilarious little film good example larger life egos either side camera,1
202,george barrys death bed bed eats root dark fairy tale told via horrormovie framework opinion one best films s downright criminal picture basically stolen distributed without barrys knowledge responsible theft fed bed soon possible looking overt gore rabid action death bed bed eats flick death bed gentler weirder drivein picture plays like utterly strange dream halfremembered would recommend reading stephen throwers summation death bed throwers fab press book nightmare usa describes movies vibe perfectly whether intentional noticed shades death bed everything phantasm films michele soavis cemetery man magicrealismslipstream fiction authors kelly link barry original fair world sure would followed death bed number fantastically bizarre films,1
203,like early masterpiece elephant man lynch proves detractors tell straight simple story without losing artistic touch true story elderly retired man expertly played richard farnsworth decides ride tractor across states pay final visit estranged brother stands deaths door beautiful score badalamenti exquisite photography rural life love aerial cornfield shots sly directors hand reveals mans basic humanity beautiful slice life film extremely slow pace may lull viewers sleep stay along ride well rewarded end,1
204,moonwalker probably film watch michael jackson fan big fan enjoyed majority film ending fantastic first minutes fani personally believe first minutes rewatchable many times dancing video breathtaking music fantastic listen dialogue entertainingit includes many finest videos bad snippets earlier videos also includes live concert footageif big fan michael jackson must fando like michael jackson steer well clear,1
205,man named jerry comes possession ancient aztec dollhowever creepy little figure possessed evil spiritwhich takes jerrys body pushes spill bloodi seen two horror movies dorm dripped blood kindred made stephen carpenter jeffrey obrow must say power disappoint eitherthe plot slowmovingbut effective human goo effects little bit gorethe scene female tabloid reporter attacked arms come ripping mattress hooti liked lowbudget horror movie tooif s horror genre,1
206,like big mechanical toy says character early commenting jaws well blood surf would wish beast convincing shark jaws series words digital special effects movie terrible acting directing much better either seem suited deodorant bubblegum commercial horror movie attitude people worked film shows contempt genre audience saying liked film encourages filmmakers offer us crap destroying poor horror genre,0
207,falcon snowman superb example antis film many films decade general lacked substance film pure substance nothing stylish fake superfluous boasts two superb performances timothy hutton sean penn lifelong friends christopher boyce daulton lee respectively hutton penn tom cruise triumvirate early s actors looked headed much bigger better things starred taps penn cruises popularity soared hutton largely forgotten shame actually hutton first win oscar supporting role ordinary people think performance movie even outstandinghutton really captures postvietnam war rebelliousness character chris boyce failed seminary school student chris lovehate relationship father well played great character actor pat hingle scene chris quotes poem father thought would long forgotten particularly powerful onechris gets job dept defense uses hatred yous govt foreign policy sell seemingly useless plans old projects soviets gets buddy daulton hyper drugdealing selfserver courier project plans microfilm chris based beliefs daulton strictly money soviet liaison excellently played david suchet penn suchet real quirky chemistry kind funny set exchanges make mistake film anything serious character study pessimism malaise paranoia mistrustagain leads make film hutton delivers brilliantly understated performance chris rather smart young man much potential penn usual tremendous characterization daulton pathetic loser acts thinks time think ending factbased film saddening several levels truly powerful character study,1
208,fame think best movie ever seen ways funny dramatic makes movie true loose ends actually lot still think terrific movie funny things happen audition beginning movie think hilarious girl tries act oj simpson towering inferno raulralph goes around every art department saying father great every one says dad danced rockets left ralph tap shoes rockets far know made women tap shoes regular shoes bottle caps bottom also guy read lines juliet romeo juliet play funny one thing movie turns music never heard anything like favorite song sing body electric second theme song fame irene cara great voice great actress like way movie focused many ethnic groups showed kinds people actually called la guardia school performing arts movie showed triumphs trials many young performers including angelo doris bruno coco montgomery ralph leroy hilary liza hard time made way movie could added another minutes graduation still favorite movie matter,1
209,treading water beautiful movie would put straight wonderful short movie cosa bella fiona mackenzie coming also tolerance acceptance general looking forward seeing laurel himmels work future actors angie redman nina landey quite good main characters relationship could strenghtened bit understand strong bond maybe could explained bit surprised angie redman appear much movies great first step director laurel himmel sure see skills,1
210,numbers lie people voted film says great deal standing one intuitively insightful comedians late th century know work bill hicks alive today imagine would say boy president home state short career remains unrecognized sad situation film rather two films explain first see talent obvious start knew bill hicks always say funny also unique film also shows quality material challenging many entertainment industry drinking also contributed career problems less evident film second film complete performance never seen heard bill hicks wonderful introduction person dark intelligent humor especially due fact topics almost years old yet remain ironically date underlined fact many events took place first president bushwatching together first biography performance makes aware greatly talented young man quickly life passed american media sometimes act great big homogenizer let us make sure nothing provocative nothing interesting result well man said go sleep america government control lifetime least great britian artist recognized talent successful years death people imdb say something film seen hope understand people listening bill hicks,1
211,haunting film boasts really creepy house good effects work sound work cast seems believe everything around real house scenes make jump sinister aspects went hill house past found interesting genuinely creepy moments film liked way ghosts manifested sheets curtains house jerry goldsmiths score gave right atmosphere sound design voices popping around wish could happened something little intense jan de bont pg rating contend think held back little much poltergeist scared silly saw many years ago still holds haunting could used scenes pure terror ending little anticlimactic overall enjoyed acting good moments make jump wish scared,1
212,writers trying recreate characters scrubs different occupation however characters stuck charisma acting ability mention writing seems poor effortless guys trying create something would good writing disgusting leaving shows lifeline two attractive teachers barely keeping alive humor show seems like trying target audience iq another reason show becoming failure could writing show scrubs excellent show follow leaving viewer odd position knowing whether cry lose hope new sitcoms together opinion think guys stop humiliate anymore already,0
213,interpretation term distant used sense opposite warm people warm toward others film reminds teachings dalai lama art happiness main point key happiness connecting others characters film insular also humorless charmless shy quiet unfriendly characteristics appear prevent amongst things forming enjoying relationships able talk deal problems result terribly unhappy see strong vindication dalai lamas teaching buddist way one people thinks behavior natural response living large city think may right recommend dalai lamas book city life need like thisi see people found boring drag bit places characters particularly likable contrast lost translation insular characters much likable connect one another even though connect people generally,1
214,thought right blend character plot futuristic stuff special effects without going board take get going acting good intrigued angel hard look like attitude certainly like attempts futuristic stories,1
215,show full action everything needed make awsome show best actually plot unlike new reality shows transgenic girl escapes military holding base totally suggest bying dvds already preordered suggest,1
216,wanted watch get inside look show told story robin williams mork mindy still thought great got see robin always matter performance diamontopolous awesomethe introductions main players seem real roebuck garry marshall wonderful charming helped get williams energy little behind scenes pieces shows happy days laverne shirley enlightening also thought richmondpecks harvey also nice rock pond good thingthis movie told age old story hollywood folks going ups downs stardom kept glued tv learned love robin well hell mostly everybody seem super people sometimes think hollywood go figurei sometimes wonder network people always played idiots never saw head abc heard like charlie charlie angels wonder way planed seems sad show number could destroy networki think story could told anyones life climb ladder job movie tv stars always loved hated many people grew want reach back past remember past remember watching show always wondering happen personal livesmork mindy always part got see part may truth also lie end told wonderful sad happy story,1
217,quite good expect anything high culturethe acting bad storyline fails still fairly nice movie watch dark little bit stupid like unpredictable entertaining fun watch expect anything like said see know meanit movie without plot memorable acting enough scenes make laugh cry least make feel compelled watch endthis wanted say,1
218,claim matter hard seek never find better movie version othello love kenneth branaghs magnificent masterpieces much ado nothing hamlet much dead certain also find oliver parkers othello irresistible laurence fishburne various splendid roles career quite terrific boys n hood always considered amusing role furious styles greatest achievement course way saw thishe plays part othello probably challenging role whole career brilliant fantastic job irène jacob absolutely charming desdemona kenneth branagh simply phenomenal fascinating role storys crooked manipulate villain iago marvelous othello part absolute elite among shakespeares ingenious works deals favorite topics crookedness envy deceitfulness jealousy movie adaptation certainly one finest films seen based william shakespeares plays,1
219,south african living south africa year stay uk sorry say movie huge disappointment three main problems movie swank ejiofor american nigerian play leads country bursting talent need imports b gillian slovo trading struggle credentials years mediocre writer even novel stand flaccid direction mr hooper c hilary swank great actor proved million dollar baby eastwood dressed contemporary new york style whilst roaming freely around poverty karoo consideration sensitivity needed costumer director yes film ultimately moving could overall mood conclusion one tremendous letdown hearts right place needs pace maker,0
220,gender bender sexes things bit xfiles episode interesting premise good story ending wanting gender bender also xfiles debut actor nicholas lea better known alex krycek episode plays michael man attacked one kindred need see episode see nic leas less spectacular beginning interesting thing kindreds power seduction marty victims become turned onto himher however andrew seduces scully disoriented groggy become attracted andrew maybe marty experience andrew episode reminds would sometimes miserable film british columbia throughout episode wet soggy muddy could much fun despite disappointing ending gender bender still decent episode view,1
221,movie fictional character movie could stand judged objectively unfortunately viewer movie based facts shaded unfairly toward ruben carter many smaller facts disregarded carter number one contender time murders proof saved friend child molester youth larger facts like apparently robbed decision joey giardello racist judges inexcusable us seen fight tape completely disrespectful giardello hollywood feels need make hero someone best trouble around trouble much normal person arrested multiple times beating women strange ruben carter never viewing actions s even refuses speak son person people look everyone knows jewison direct washington act chose story vehicle beyond hollywood much need black hero need bend truth bio pics make believable suggestion denzel playing movie inspirational based inaccuracies movie would suggest passing one,0
222,rare come across film awful annoying irritating without doubt one worst films ever seenthe plot blur confusing pointlessly flashy editing ludicrous domino become badass tough bitch gold fish died kid traumatic event left emotionally stunted hating everyone dialogue clichéd banal littered laughable lines three kinds people world rich poor everyone else one point bounty hunters guy tied back bus combination number tattooed arm confusing mobile phone call instead rolling sleeve reading number blow arm shotgun another point bounty hunters take bomb meeting arranged mafia threaten set bomb unless mafia let go clearly going meeting would easykeira knightley unconvincing dreadfully miscast mickey rourke manage salvage credibility messi enjoyed tony scotts previous films true romance one could think suffering drivel must made complete idiot,0
223,movie attempt go places perhaps venture similar trial bizarre headcase perspective given us cell although near indepth well portrayed plot constructed simply initial campy feel movie takes supposed dramatic turn plot falls apart legs stand first place basically idea kid chris mckenna needs money takes role hit man killing city accountant get paid work instead gets tortured several days dreamed brilliant idea trying use backup file leverage payment idiotic move trying force pay backfires horribly endlessly abused begins go crazy disturbing scenes thinking paid sins start visits wife kari wuhrer man killed wins affections soon discovers tragedy strikes revenge sweeps air boy goes torturers daniel baldwin george wendt vernon wells previous kindnessi got ask though kari wuhrer horrorgore type filmsit seems everything put lately genre granted liked eightlegged freaks okay anaconda despite obvious cuteness allure wow hot act much better chose better roles maybe wrong misconception guys get see fully monty film although rather bizarre shortlived almost felt like softporn watching film something foreign karis career sexsimulation make wonder things really go filming anyway say good acting expect much daniel balwin whose career seems forever destined second brother alexs film bring old greats though george wendt norm cheers vernon wells commando weird science chris mckenna best job playing main character sean crawley little acting experience yet believable nature naive youth bring elements substance film would go way one bored tired old episodes hitchhiker might advise watching thisand kari please start acting better films,0
224,think one true thing one meryl streeps finest movies date depiction dying woman perfect recently lived movie touched levels could imagined meryl truely greatest actress ever walked earth,1
225,dumb comedy really good job wasting comedic talent particular dan aykroyd howard hesseman misused badly might chuckled twice film general boring movie little bit stupidity thrown good measure premise although routine still bad plot set film went nowhere waste time misfire,0
226,hilariously obvious drama bunch high school think kids enjoy nonstop hiphop break dancing graffiti trying become dj roxyor something totally honest bored forgot even people love music agree movie terribly acted andas dramafailed dismally supposed find kids likable nice found bland boring one really hated ramon graffiti subway trains looked upon great excuse defacing public property begin also great kids tap citys electricity hold big dance party abandoned building uh huh supposed find bunch law breakers lovable funi could forgive music good cannot stand hip hop songs wereat bestmediocre nonstop always playing got point fastforwarding many endless music numbers cut music haver minute moviemaybe imaginative numbersthe subway dance fight truly funny santa number climatic roxy show love hip hop movie looking good drama mixed inforget also get pg rating incredible amount swearing,0
227,one funniest movies ever seen know real world people shows movie top notch never seen real world still think extremely funny movie get inside jokes actors tv show,1
228,oliver stone one shy away movie theme matter eager confront people fears show ugly faces mirror look cv proof movie exception quite contrary another gem unfortunately many seenas controversial movies go one thankful movie encourage think people next prejudices exist everyone us one form another either like admit easier categorize people like ah xyz yeah must like might reading much believe believe oliver stone intelligent filmmaker aiming things something want explore movie within watch film excited,1
229,probably accurate stephen king adaption yet surprising since king wrote screenplay story follows creed family moving beautiful maine house one residents jud pleasant old man knows things area one highway runs right frontyard path leading pet sematary children decades buried animals killed highway soon enough ellie creeds cat church found dead luckily happens family exception louisthe father away thanksgiving jud takes louis another burial ground beyond pet sematary church buried later louis greetednot politely church returned appearing chewed way bag buried maybe buried alive maybe nothing say without ruining storyof king adaptions seen would terrifying characters real situations normal mary lambert great job directing proceedings suspense kept fairly high throughout film due part plot development scene gage killed stick mind forever course conclusion easy determine going happen lambert pulls genuinely scary sometimes disturbing momentsoverall good film excellent adaption enjoy scared mind haunted occasionally disturbing images pet sematary looking non horror fans want avoid,1
230,jim carrey one funniest gifted comedians film today hyperactive spontaneity rubber face go crazy love ability make mediocre comedies ala ace ventura turn decent comedic outings case liar liar make hilarious contemporary comedies around carrey also proven capable tackling dramas excellent man moon truman show guy remarkablethen comes bruce almighty ideal vehicle carrey premise worked carrey complaining god life stinks enabled gods powers however script pure recycled garbage matter bad script carreys improvisation alone sometimes makes unfunny scene funny problem opportunities carrey unleashed much comedy relies silly special effects amusing carrey rarely able improvise work around special effects writers apparently thought special effects superpower sequences funny rest movie simply filler giving carrey nothing else work besides whiny character absolutely humorless seems like year yearning attention wanting viewer find funny really annoyingi always enjoyed jennifer aniston friends superb last years good girl gift comedy script linear simply given part bitter girlfriend comes across nagging grumpy chemistry two starsbruce almighty comedy works even guts tackle subject matter making fun religion minor giggles internet yehweh instead turned comedic superpower comedy mention tone shifts silly heavyhanded even black comedy times movie fails nearly every level see entirely devoid laughs close movie feels need incorporate scenes dog peeing get laughs problems hey find pee jokes funny go,0
231,um serious film troubled teens singapore country much knowledge previous wrong impression kids highly disciplined controlled family government well guess wrong like cities countries also troubled teens also lead surprising rebellious way life drugs fights bad language many obvious signs bad boy surprising part film really kids running around causing others trouble rather subtle gayness hidden behind call loyalty bond brothers may well originated unconscious gay tendency inside boys though uncommon str guys close friendship watch film closely entering sorts gay film festivals would surprised may win lot awards toward direction,1
232,darr great movie shahrukh plays obsessed lover almost anything win lady case juhi chawla little juhi know film shahrukh major crush constantly stalking admit things movie pretty creepy like threatening phone calls never life forget line love kkkkiranit bad shahrukh juhi exactly together film juhi sunny make fairly good couple movie though shahrukhs role pretty psychotic still think great job playing cannot possibly imagine anyone else role wonder got award darr juhi say looks especially amazing film always look amazing films darr give public wonderful image heras music excellent especially jaadu teri nazar one time favorite songs also thought tu mere samne quite nice alsoa must see everyone overall darr deserves,1
233,sure show one familiar might think good almost close baywatch hawaii cast location style directing publicity  shows women walking around beach wonder people misconception decide watch itit wrong decide watch show actually thing going real juicy story conflict turn really exciting watch pretty much  addictivethe story hotel clerks manager owner complicated love life also enter troublesome hotels visitor powerful man trying steal hotel actually exciting sounds herei deny acting suck bad look away story consistence good enough soundtrack fitting pretty well scenario action time took couple episode actually anything happen solidly patiencerecommendation really enjoy watching zillion times better expectedrating grade bplease rate review reading thanks,1
